"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
2159,-25.5392309155759,-52.2511419324937,4.38612697626979,0.617282260600006,"sintetico_postestratificado",FALSE,0.361889951444246,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","037","Coahuitlán"
2160,-22.9392319777733,-51.8852340096502,7.13194893306647,0.604935406540582,"sintetico_postestratificado",FALSE,0.375543086762849,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","036","Coacoatzintla"
2161,-27.6430741009368,-55.1906041775114,3.33599433155189,0.601007977178961,"sintetico_postestratificado",FALSE,0.324577236169593,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","035","Citlaltépetl"
2162,-26.8885710595824,-53.7270631944814,5.55428526596721,0.591371475725642,"sintetico_postestratificado",FALSE,0.322485765129818,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","034","Cerro Azul"
2163,-28.12052549369,-53.0309667100341,1.84022165815189,0.602889179866248,"muestra_directa",TRUE,0.321683924929348,"muestra_directa",TRUE,TRUE,TRUE,"30","033","Cazones de Herrera"
2164,-22.125629737184,-49.1861402781444,8.57506447640356,0.678841984028323,"sintetico_postestratificado",FALSE,0.457585686656483,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","030","Camerino Z. Mendoza"
2165,-24.9443145157145,-49.7268153859773,3.90647883916361,0.584110306844163,"sintetico_postestratificado",FALSE,0.334667161687018,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","029","Calcahualco"
2166,-19.9390851944315,-45.7832637679071,8.04321152718655,0.63825820556751,"muestra_directa",TRUE,0.438867353623195,"muestra_directa",TRUE,TRUE,TRUE,"30","028","Boca del Río"
2167,-27.3531564576274,-54.1867739612727,1.67046323106687,0.635017731312754,"sintetico_postestratificado",FALSE,0.36148616673648,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","027","Benito Juárez"
2168,-22.5687323404796,-52.6591107264668,7.30169824811572,0.654810027139216,"muestra_directa",TRUE,0.42912270373442,"muestra_directa",TRUE,TRUE,TRUE,"30","026","Banderilla"
2169,-22.4704024107846,-47.7796586043021,5.9177769078895,0.563364720092057,"muestra_directa",TRUE,0.338660695984211,"muestra_directa",TRUE,TRUE,TRUE,"30","025","Ayahualulco"
2170,-23.9319526258712,-49.6026608796625,4.54570343636924,0.593896900776049,"sintetico_postestratificado",FALSE,0.354577374517338,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","024","Tlaltetela"
2171,-23.0710242421522,-50.960170860651,6.53441117568395,0.601462646453637,"sintetico_postestratificado",FALSE,0.370752404032115,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","023","Atzalan"
2172,-24.3173293936169,-49.6869500515225,5.39666181428185,0.588634566466481,"sintetico_postestratificado",FALSE,0.345461272530313,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","022","Atzacan"
2173,-24.3688228969666,-52.2263465694846,4.82160314461188,0.611954130466798,"sintetico_postestratificado",FALSE,0.368265901497132,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","168","Tequila"
2174,-23.1335019887015,-52.4381105172769,10.1548616528447,0.627068422383053,"sintetico_postestratificado",FALSE,0.395733402496038,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","166","Tepetlán"
2175,-25.0730898289216,-52.2538128165357,6.86314500317989,0.599780290278584,"sintetico_postestratificado",FALSE,0.349049391989368,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","165","Tepatlaxco"
2176,-23.7400946498336,-49.2095781222162,7.838238073109,0.577500064592863,"sintetico_postestratificado",FALSE,0.340099118094527,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","164","Teocelo"
2177,-24.8835919592841,-52.1378937835237,4.04483260431984,0.603135092260969,"sintetico_postestratificado",FALSE,0.354299172668127,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","126","Paso de Ovejas"
2178,-26.5628369498202,-52.614620054714,4.12212881772549,0.596935312179648,"sintetico_postestratificado",FALSE,0.331306942681446,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","050","Coxquihui"
2179,-23.5011992299705,-50.6414443611944,7.68652633481534,0.56782770142069,"sintetico_postestratificado",FALSE,0.332815709120984,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","046","Cosautlán de Carvajal"
2180,-23.5598327705714,-51.4301274034947,7.40983225876075,0.580360716266847,"sintetico_postestratificado",FALSE,0.344762388561133,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","021","Atoyac"
2181,-23.0208747760464,-48.7568625686213,7.21706488519064,0.617959952281428,"sintetico_postestratificado",FALSE,0.387751204520964,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","128","Perote"
2182,-25.3284150009478,-52.3550938080318,6.33921813723494,0.602833519826927,"sintetico_postestratificado",FALSE,0.349549369817449,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","020","Atlahuilco"
2183,-23.7395927363891,-50.2258576927341,5.06203622105973,0.598492599090712,"sintetico_postestratificado",FALSE,0.361096671726821,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","101","Mariano Escobedo"
2184,-24.9922603990021,-53.1342038640282,5.29697574865205,0.598047540084903,"sintetico_postestratificado",FALSE,0.348124936094882,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","018","Aquila"
2185,-24.9465415476276,-51.5238852584561,5.1270505585268,0.64595943582285,"sintetico_postestratificado",FALSE,0.396494020346574,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","009","Alto Lucero de Gutiérrez Barrios"
2186,-23.928400779473,-49.8384789530117,6.57413265145131,0.638235746976622,"sintetico_postestratificado",FALSE,0.398951739181891,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","112","Naolinco"
2187,-23.8624380669772,-50.7243421425735,5.92850299465469,0.584506497513165,"muestra_directa",TRUE,0.345882116843393,"muestra_directa",TRUE,TRUE,TRUE,"30","008","Alpatláhuac"
2188,-24.2427692887532,-51.8962186014973,6.94485390355768,0.659960195371954,"sintetico_postestratificado",FALSE,0.417532502484421,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","007","Camarón de Tejeda"
2189,-24.8020248062261,-51.5968280658054,2.56308621474401,0.695945987911927,"sintetico_postestratificado",FALSE,0.447925739849666,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","006","Acultzingo"
2190,-24.7248382158365,-51.3209813435999,4.35908987029839,0.621077522068812,"sintetico_postestratificado",FALSE,0.373829139910447,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","111","Moloacán"
2191,-23.2655600083517,-51.4465371708525,9.33402100320426,0.642634262729844,"sintetico_postestratificado",FALSE,0.409978662646327,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","110","Mixtla de Altamirano"
2192,-23.0936793531529,-51.6951492515187,8.51738943227057,0.648836418929158,"sintetico_postestratificado",FALSE,0.417899625397629,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","005","Acula"
2193,-26.0721818632127,-51.8126757655395,1.53328057259599,0.64402769684337,"sintetico_postestratificado",FALSE,0.383305878211243,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","051","Coyutla"
