"muni_idx","obs","pred_bym2","pred_naive","n","vecinos_retenidos","estrato_vecinos"
402,0.2,0.335263287319973,0.448588448588449,5,3,"3+"
404,0.39344262295082,0.402286245718615,0.448588448588449,61,1,"1-2"
412,0.75,0.429584796600418,0.448588448588449,8,1,"1-2"
415,0.461538461538462,0.473020506826255,0.448588448588449,13,3,"3+"
423,0.166666666666667,0.423149158516654,0.448588448588449,6,1,"1-2"
427,0.6,0.557045492295509,0.448588448588449,15,1,"1-2"
435,0.6,0.478558455055362,0.448588448588449,10,1,"1-2"
437,0.2,0.568846696042955,0.448588448588449,5,2,"1-2"
440,0.444444444444444,0.452198344533929,0.448588448588449,18,0,"0"
450,0.153846153846154,0.34588924603708,0.448588448588449,26,3,"3+"
455,0.545454545454545,0.60431099241565,0.448588448588449,11,1,"1-2"
463,0.857142857142857,0.554165116239877,0.448588448588449,7,1,"1-2"
466,0.4,0.444555475688445,0.448588448588449,5,0,"0"
468,0.1875,0.480497721176948,0.448588448588449,16,1,"1-2"
474,0.5,0.635211565643398,0.448588448588449,8,0,"0"
475,0.333333333333333,0.471875247163702,0.448588448588449,9,2,"1-2"
477,0.611111111111111,0.489787980425819,0.448588448588449,18,0,"0"
482,0.666666666666667,0.459958262834232,0.448588448588449,6,1,"1-2"
488,0.857142857142857,0.525808541248848,0.448588448588449,7,1,"1-2"
491,0.666666666666667,0.652888730048914,0.448588448588449,6,3,"3+"
492,0.323529411764706,0.452410282454468,0.448588448588449,34,2,"1-2"
495,0.285714285714286,0.439502924397741,0.448588448588449,21,1,"1-2"
498,0.333333333333333,0.450214203656699,0.448588448588449,3,2,"1-2"
501,1,0.708706395090813,0.448588448588449,3,1,"1-2"
503,0.384615384615385,0.465902115783063,0.448588448588449,13,1,"1-2"
504,0.5,0.513519659265578,0.448588448588449,18,1,"1-2"
506,0.363636363636364,0.458236093652398,0.448588448588449,11,0,"0"
507,0.4,0.435178956814225,0.448588448588449,15,1,"1-2"
