"muni_idx","prev_ESH","prev_AHA","diferencia_pp","cve_ent","cve_mun","nomgeo"
504,0.655897525603661,0.418124979658617,-23.7772545945044,"13","048","Pachuca de Soto"
506,0.522434899122148,0.268367648446063,-25.4067250676086,"13","027","Huehuetla"
507,0.509335283096106,0.304084535078251,-20.5250748017854,"13","028","Huejutla de Reyes"
510,0.741761358654417,0.547397681491612,-19.4363677162805,"13","063","Tepeji del Río de Ocampo"
523,0.603310284209006,0.311522229446596,-29.1788054762411,"13","046","San Felipe Orizatlán"
527,0.634590539667683,0.425897182352373,-20.869335731531,"13","077","Tulancingo de Bravo"
532,0.650016111651371,0.491722701018326,-15.8293410633045,"13","061","Tepeapulco"
543,0.668245563168885,0.389816649869939,-27.8428913298946,"13","057","Singuilucan"
549,0.656364883823794,0.331726176813282,-32.4638707010512,"14","101","Tonalá"
559,0.682959980401749,0.504903856064409,-17.805612433734,"14","097","Tlajomulco de Zúñiga"
570,0.73192126048695,0.512574115262187,-21.9347145224763,"14","120","Zapopan"
580,0.59823424281631,0.351511863689247,-24.6722379127063,"14","098","San Pedro Tlaquepaque"
588,0.607235091229934,0.318486203500871,-28.8748887729063,"14","093","Tepatitlán de Morelos"
591,0.668764369298716,0.393846606728622,-27.4917762570094,"14","021","Casimiro Castillo"
596,0.698359356340157,0.459143490767344,-23.9215865572813,"14","044","Ixtlahuacán de los Membrillos"
597,0.732242178941848,0.449790520347969,-28.2451658593878,"14","039","Guadalajara"
603,0.743430503712392,0.505262109453847,-23.8168394258545,"14","066","Poncitlán"
607,0.724017635443034,0.535096803953935,-18.8920831489099,"14","002","Acatlán de Juárez"
616,0.546379346067073,0.346223690843108,-20.0155655223965,"14","067","Puerto Vallarta"
634,0.643511146536671,0.424309275835407,-21.9201870701264,"14","058","Mascota"
640,0.679591463077606,0.374205808616873,-30.5385654460733,"14","053","Lagos de Moreno"
647,0.673221510339963,0.370557047680324,-30.2664462659639,"14","046","Jalostotitlán"
662,0.763740424771923,0.528800093258949,-23.4940331512974,"14","083","Tala"
666,0.679947799468111,0.414126230107726,-26.5821569360385,"14","008","Arandas"
671,0.675867039665936,0.42393369592011,-25.1933343745825,"15","021","Coatepec Harinas"
677,0.619496758816266,0.392543565929837,-22.6953192886428,"15","068","Ozumba"
678,0.564717427995947,0.310148026162522,-25.4569401833425,"15","082","Tejupilco"
681,0.489948046413348,0.309827727887535,-18.0120318525814,"15","118","Zinacantepec"
682,0.715158919014749,0.573320376905834,-14.1838542108915,"15","094","Tepetlixpa"
683,0.476112404593584,0.283140046127445,-19.2972358466139,"15","074","San Felipe del Progreso"
688,0.6358102740993,0.369879944063167,-26.5930330036133,"15","104","Tlalnepantla de Baz"
692,0.582567426827667,0.36816387388966,-21.4403552938007,"15","025","Chalco"
694,0.639686762540208,0.433285249527952,-20.6401513012255,"15","100","Tezoyuca"
695,0.591401004676569,0.343572724110037,-24.7828280566532,"15","040","Ixtapan de la Sal"
698,0.767208868054906,0.50283464968442,-26.4374218370486,"15","109","Tultitlán"
