"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
2083,-23.366361304965,-38.3830262164347,-6.18488179181533,0.662739961010708,"sintetico_postestratificado",FALSE,0.429076347961058,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","009","Cuaxomulco"
2084,-24.4148055568115,-39.0359601275839,-8.79266828269283,0.666239855252578,"muestra_directa",TRUE,0.422091799684463,"muestra_directa",TRUE,TRUE,TRUE,"29","010","Chiautempan"
2085,-24.6083550119943,-40.0997679197978,-9.85828845406312,0.660753160527695,"muestra_directa",TRUE,0.414669610407752,"muestra_directa",TRUE,TRUE,TRUE,"29","007","El Carmen Tequexquitla"
2086,-25.5191364039981,-41.5470828296094,-11.0918496278232,0.661413123996548,"sintetico_postestratificado",FALSE,0.406221759956567,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","021","Nanacamilpa de Mariano Arista"
2087,-25.1947193927258,-39.2610147391348,-8.64116103063529,0.677730207178677,"sintetico_postestratificado",FALSE,0.425783013251419,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","012","Españita"
2088,-25.7642431669441,-38.6938082419274,-12.8750817840069,0.687773723965683,"muestra_directa",FALSE,0.430131292296243,"muestra_directa",FALSE,TRUE,FALSE,"29","031","Tetla de la Solidaridad"
2089,-23.3733828727462,-36.2708156240736,-8.25151302367147,0.687150200141286,"muestra_directa",TRUE,0.453416371413824,"muestra_directa",TRUE,TRUE,TRUE,"29","032","Tetlatlahuca"
2090,-25.4840218143076,-37.8995926887932,-11.135809292778,0.646353410497278,"sintetico_postestratificado",FALSE,0.391513192354202,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","034","Tlaxco"
2091,-25.1403255834359,-40.9032272999061,-9.01190452494804,0.633536961662986,"muestra_directa",TRUE,0.382133705828626,"muestra_directa",TRUE,TRUE,TRUE,"29","035","Tocatlán"
2092,-26.4649431333881,-40.5791936129977,-9.90313307883074,0.648605145115944,"sintetico_postestratificado",FALSE,0.383955713782063,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","030","Terrenate"
2093,-24.42432255502,-40.151230827807,-7.83713483053444,0.649844172072427,"sintetico_postestratificado",FALSE,0.405600946522227,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","026","Santa Cruz Tlaxcala"
2094,-24.2698963382531,-39.9137745455467,-7.99793563904015,0.639921583298808,"sintetico_postestratificado",FALSE,0.397222619916277,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","050","San Francisco Tetlanohcan"
2095,-24.3858252316416,-40.2736524083408,-8.2396910845823,0.641181481345282,"sintetico_postestratificado",FALSE,0.397323229028866,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","052","San José Teacalco"
2096,-24.4665248377634,-40.396494817426,-7.78442694120407,0.647597636967831,"sintetico_postestratificado",FALSE,0.402932388590196,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","027","Tenancingo"
2097,-24.7964894801568,-40.4328682397698,-7.81999641050413,0.650611391721378,"sintetico_postestratificado",FALSE,0.40264649691981,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","055","San Lucas Tecopilco"
2098,-25.4844475859013,-39.3262354779909,-11.3335736356341,0.640159278892782,"sintetico_postestratificado",FALSE,0.385314803033769,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","024","Panotla"
2099,-24.0253244217753,-39.4456647273122,-8.38096735746787,0.673747533219131,"sintetico_postestratificado",FALSE,0.433494289001378,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","037","Ziltlaltépec de Trinidad Sánchez Santos"
2101,-26.0125411452311,-40.3522012639396,-10.4918146748859,0.641323985279351,"sintetico_postestratificado",FALSE,0.38119857382704,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","039","Xaloztoc"
2102,-24.7771581426132,-40.4517620262996,-6.35059775117393,0.677609473174977,"sintetico_postestratificado",FALSE,0.429837891748845,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","036","Totolac"
2103,-24.7770599432676,-41.0699460773298,-6.58688245453959,0.608157929614386,"sintetico_postestratificado",FALSE,0.36038733018171,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","162","Tenampa"
2104,-24.0232863668447,-37.4566409014655,-9.43460613791454,0.58901726132317,"sintetico_postestratificado",FALSE,0.348784397654723,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","169","José Azueta"
2105,-24.5847987441968,-40.9412847476807,-6.48881950840608,0.632918076272531,"sintetico_postestratificado",FALSE,0.387070088830562,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","185","Tlilapan"
2106,-24.6232476368331,-39.8570531823803,-7.16561916388255,0.645411812501726,"sintetico_postestratificado",FALSE,0.399179336133395,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","187","Tonayán"
2107,-24.3561650608077,-39.0532499208015,-8.18970904066647,0.648460518157129,"sintetico_postestratificado",FALSE,0.404898867549052,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","188","Totutla"
2108,-27.90342829619,-42.9186820339925,-12.2604481047451,0.592772078372369,"sintetico_postestratificado",FALSE,0.313737795410469,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","189","Tuxpan"
2109,-24.1054829099458,-40.4596071091423,-6.70460091259158,0.612579452585255,"sintetico_postestratificado",FALSE,0.371524623485797,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","190","Tuxtilla"
