"muni_idx","prev_ESH","prev_AHA","diferencia_pp","cve_ent","cve_mun","nomgeo"
761,0.681425493354842,0.434463630292542,-24.69618630623,"15","122","Valle de Chalco Solidaridad"
766,0.696245976685418,0.487604445548472,-20.8641531136946,"15","115","Xonacatlán"
770,0.762188150980553,0.548164147013637,-21.4024003966916,"15","058","Nezahualcóyotl"
771,0.653363050160542,0.456233099823071,-19.7129950337471,"15","092","Teotihuacán"
774,0.681119597644765,0.468035625312354,-21.3083972332411,"15","054","Metepec"
776,0.527857459786517,0.305316601671728,-22.2540858114788,"15","026","Chapa de Mota"
777,0.650423990383146,0.407711454155696,-24.271253622745,"15","001","Acambay de Ruíz Castañeda"
778,0.649856088573625,0.366801809811535,-28.305427876209,"15","059","Nextlalpan"
788,0.686229563879629,0.50339722890312,-18.2832334976509,"15","033","Ecatepec de Morelos"
789,0.689742990488626,0.480784704134369,-20.8958286354257,"15","013","Atizapán de Zaragoza"
792,0.666709479336112,0.420799660433913,-24.5909818902199,"15","009","Amecameca"
793,0.639200152682636,0.41069162387171,-22.8508528810926,"15","031","Chimalhuacán"
795,0.732498102035109,0.477891214419455,-25.4606887615655,"15","095","Tepotzotlán"
802,0.621412380616764,0.404141637992655,-21.7270742624109,"16","006","Apatzingán"
809,0.658988084170621,0.439604084545224,-21.9383999625397,"16","107","Zacapu"
819,0.677478508420108,0.488835273760914,-18.8643234659194,"16","099","Tuzantla"
821,0.601377284649007,0.458754246553971,-14.2623038095036,"16","043","Jacona"
824,0.731296450545967,0.550877394547952,-18.0419055998016,"16","012","Buenavista"
828,0.625047910005997,0.418604419967183,-20.6443490038814,"16","019","Cotija"
837,0.678456101683137,0.535435447822011,-14.3020653861126,"16","075","Los Reyes"
839,0.716815340200612,0.437107585418078,-27.9707754782534,"16","033","Gabriel Zamora"
850,0.670509743107542,0.517668572409632,-15.284117069791,"16","051","Marcos Castellanos"
851,0.682402178604972,0.478094017324691,-20.430816128028,"16","052","Lázaro Cárdenas"
852,0.612067466783124,0.401165097824234,-21.090236895889,"16","053","Morelia"
854,0.704467224219768,0.61522629085941,-8.92409333603574,"16","015","Coalcomán de Vázquez Pallares"
858,0.648998026941762,0.446004788178514,-20.2993238763248,"16","082","Tacámbaro"
867,0.620932711504572,0.378003433460532,-24.292927804404,"16","062","Pajacuarán"
873,0.493626182444572,0.27225811257848,-22.1368069866091,"16","061","Ocampo"
877,0.711236323582404,0.544110547080264,-16.712577650214,"16","029","Churumuco"
883,0.659004363774198,0.39755036366219,-26.1454000112008,"16","023","Chavinda"
885,0.630756062406527,0.36544800693975,-26.5308055466778,"16","068","Peribán"
886,0.70943848200903,0.463873066480553,-24.5565415528477,"16","069","La Piedad"
889,0.802855826886829,0.554332347149298,-24.8523479737531,"16","073","Quiroga"
892,0.644692742095661,0.357612768803803,-28.7079973291858,"16","112","Zitácuaro"
894,0.685196514298088,0.428631689945598,-25.656482435249,"16","088","Tarímbaro"
902,0.702254688470222,0.456496058359787,-24.5758630110434,"16","102","Uruapan"
906,0.7026439302274,0.430467813791722,-27.2176116435678,"16","047","Jungapeo"
910,0.673132344902059,0.411081596644593,-26.2050748257466,"17","006","Cuautla"
911,0.641783768439343,0.404432881935792,-23.7350886503551,"17","028","Xochitepec"
915,0.63066657219838,0.404677970659296,-22.5988601539084,"17","008","Emiliano Zapata"
916,0.578507848398917,0.411203713731663,-16.7304134667254,"17","003","Axochiapan"
917,0.627227817478473,0.38466058990368,-24.2567227574792,"17","036","Hueyapan"
919,0.795285959165896,0.654318525898713,-14.0967433267183,"17","025","Tlaquiltenango"
921,0.60342022859389,0.343761985964028,-25.9658242629863,"17","020","Tepoztlán"
926,0.756097774941184,0.551200599369351,-20.4897175571833,"17","031","Zacatepec"
928,0.687638466311954,0.462392693898228,-22.5245772413725,"17","019","Tepalcingo"
931,0.585841806648149,0.334010225473777,-25.1831581174371,"17","015","Miacatlán"
933,0.705386462026625,0.494014494231994,-21.1371967794631,"17","011","Jiutepec"
934,0.781776564763769,0.344512509475295,-43.7264055288474,"17","010","Jantetelco"
935,0.661467534146322,0.34891749758502,-31.2550036561302,"17","018","Temixco"
936,0.661020128532702,0.405519923179017,-25.5500205353685,"17","029","Yautepec"
937,0.737485304705385,0.566707123590356,-17.0778181115029,"17","012","Jojutla"
938,0.703303673948005,0.426793726196054,-27.6509947751951,"17","024","Tlaltizapán de Zapata"
939,0.647732035228519,0.428215273831031,-21.9516761397487,"17","007","Cuernavaca"
940,0.575184131675083,0.342538393891682,-23.2645737783401,"17","005","Coatlán del Río"
941,0.665916849203735,0.414790790115257,-25.1126059088478,"17","004","Ayala"
943,0.563768574195751,0.366572312916975,-19.7196261278776,"17","032","Zacualpan de Amilpas"
948,0.726732233587266,0.442030968973193,-28.4701264614073,"18","011","Ruíz"
949,0.635897549929098,0.428956326187196,-20.6941223741902,"18","017","Tepic"
952,0.681165937855452,0.486677401640184,-19.4488536215268,"18","004","Compostela"
953,0.686447699333883,0.425919032399412,-26.0528666934471,"18","013","San Pedro Lagunillas"
954,0.753133117064848,0.444026027468689,-30.9107089596159,"18","008","Xalisco"
956,0.717934352147887,0.471356449526632,-24.6577902621255,"18","006","Ixtlán del Río"
957,0.745450578578629,0.427361646089135,-31.8088932489494,"18","007","Jala"
958,0.734130280533299,0.501701952470644,-23.2428328062654,"18","014","Santa María del Oro"
959,0.659802293200266,0.429977263848284,-22.9825029351982,"18","015","Santiago Ixcuintla"
960,0.742394667893234,0.541026156546742,-20.1368511346491,"18","016","Tecuala"
963,0.691868848730197,0.450555366978629,-24.1313481751568,"18","020","Bahía de Banderas"
964,0.648333532267675,0.406115598606561,-24.2217933661114,"18","002","Ahuacatlán"
966,0.624437162501675,0.401338462054383,-22.3098700447293,"19","048","Santa Catarina"
967,0.633715184578931,0.483799397505073,-14.9915787073857,"19","044","Sabinas Hidalgo"
971,0.643589355626444,0.386862784397075,-25.6726571229369,"19","047","Hidalgo"
972,0.777403582635825,0.637159904773395,-14.024367786243,"19","049","Santiago"
973,0.711916529031674,0.521193982284441,-19.0722546747233,"19","009","Cadereyta Jiménez"
974,0.597494388405958,0.393113798003937,-20.4380590402022,"19","032","Lampazos de Naranjo"
975,0.589766297297936,0.363076384638463,-22.6689912659473,"19","031","Juárez"
978,0.472951932848549,0.280142392060854,-19.2809540787694,"19","041","Pesquería"
980,0.729264591707582,0.511633743932805,-21.7630847774776,"19","039","Monterrey"
981,0.707102508467696,0.574756929033707,-13.2345579433989,"19","046","San Nicolás de los Garza"
982,0.877983114296359,0.785789097956126,-9.21940163402329,"19","019","San Pedro Garza García"
985,0.634824775958478,0.444423094185067,-19.0401681773412,"19","021","General Escobedo"
986,0.691160329179523,0.460098668694219,-23.1061660485304,"19","012","Ciénega de Flores"
990,0.756792383606022,0.596047300646673,-16.0745082959349,"19","026","Guadalupe"
995,0.693559439307715,0.530952603689313,-16.2606835618402,"19","007","Aramberri"
996,0.58842693888321,0.3550335800489,-23.339335883431,"19","018","García"
998,0.655420056973583,0.439568904713435,-21.5851152260147,"19","006","Apodaca"
